position , intensity
-2.2858  , 24
-2.2748  , 24
-2.2638  , 25
-2.2528  , 26
-2.2418  , 27
-2.2308  , 28
-2.2198  , 29
-2.2088  , 29
-2.1978  , 30
-2.1868  , 31
-2.1758  , 32
-2.1648  , 33
-2.1538  , 34
-2.1428  , 35
-2.1318  , 36
-2.1208  , 37
-2.1098  , 38
-2.0988  , 39
-2.0878  , 40
-2.0768  , 41
-2.0658  , 42
-2.0548  , 43
-2.0438  , 44
-2.0328  , 46
-2.0218  , 47
-2.0108  , 48
-1.9998  , 49
-1.9888  , 50
-1.9778  , 52
-1.9668  , 52
-1.9558  , 54
-1.9448  , 55
-1.9338  , 56
-1.9228  , 57
-1.9118  , 58
-1.9008  , 60
-1.8898  , 61
-1.8788  , 62
-1.8678  , 62
-1.8568  , 64
-1.8458  , 65
-1.8348  , 65
-1.8238  , 66
-1.8128  , 67
-1.8018  , 69
-1.7908  , 70
-1.7798  , 71
-1.7688  , 72
-1.7578  , 73
-1.7468  , 74
-1.7358  , 76
-1.7248  , 76
-1.7138  , 77
-1.7028  , 77
-1.6918  , 78
-1.6808  , 78
-1.6698  , 78
-1.6588  , 79
-1.6478  , 79
-1.6368  , 80
-1.6258  , 82
-1.6148  , 83
-1.6038  , 84
-1.5928  , 85
-1.5818  , 86
-1.5708  , 86
-1.5598  , 87
-1.5488  , 89
-1.5378  , 90
-1.5268  , 90
-1.5158  , 93
-1.5048  , 92
-1.4938  , 94
-1.4828  , 94
-1.4718  , 97
-1.4608  , 97
-1.4498  , 100
-1.4388  , 100
-1.4278  , 103
-1.4168  , 103
-1.4058  , 104
-1.3948  , 106
-1.3838  , 108
-1.3728  , 109
-1.3618  , 109
-1.3508  , 111
-1.3398  , 112
-1.3288  , 113
-1.3178  , 113
-1.3068  , 115
-1.2958  , 118
-1.2848  , 117
-1.2738  , 121
-1.2628  , 121
-1.2518  , 123
-1.2408  , 124
-1.2298  , 127
-1.2188  , 127
-1.2078  , 130
-1.1968  , 130
-1.1858  , 131
-1.1748  , 133
-1.1638  , 134
-1.1528  , 136
-1.1418  , 136
-1.1308  , 138
-1.1198  , 140
-1.1088  , 141
-1.0978  , 146
-1.0868  , 144
-1.0758  , 148
-1.0648  , 147
-1.0538  , 150
-1.0428  , 152
-1.0318  , 153
-1.0208  , 155
-1.0098  , 157
-0.9988  , 159
-0.9878  , 161
-0.9768  , 160
-0.9658  , 162
-0.9548  , 166
-0.9438  , 167
-0.9328  , 168
-0.9218  , 169
-0.9108  , 173
-0.8998  , 172
-0.8888  , 175
-0.8778  , 173
-0.8668  , 177
-0.8558  , 178
-0.8448  , 181
-0.8338  , 181
-0.8228  , 186
-0.8118  , 185
-0.8008  , 186
-0.7898  , 189
-0.7788  , 190
-0.7678  , 189
-0.7568  , 189
-0.7458  , 191
-0.7348  , 192
-0.7238  , 191
-0.7128  , 194
-0.7018  , 197
-0.6908  , 196
-0.6798  , 201
-0.6688  , 202
-0.6578  , 202
-0.6468  , 202
-0.6358  , 205
-0.6248  , 205
-0.6138  , 208
-0.6028  , 208
-0.5918  , 209
-0.5808  , 207
-0.5698  , 211
-0.5588  , 212
-0.5478  , 210
-0.5368  , 213
-0.5258  , 214
-0.5148  , 215
-0.5038  , 214
-0.4928  , 219
-0.4818  , 220
-0.4708  , 219
-0.4598  , 217
-0.4488  , 221
-0.4378  , 219
-0.4268  , 220
-0.4158  , 219
-0.4048  , 224
-0.3938  , 222
-0.3828  , 222
-0.3718  , 225
-0.3608  , 222
-0.3498  , 225
-0.3388  , 227
-0.3278  , 228
-0.3168  , 226
-0.3058  , 227
-0.2948  , 229
-0.2838  , 228
-0.2728  , 229
-0.2618  , 232
-0.2508  , 228
-0.2398  , 231
-0.2288  , 233
-0.2178  , 235
-0.2068  , 232
-0.1958  , 233
-0.1848  , 232
-0.1738  , 232
-0.1628  , 232
-0.1518  , 235
-0.1408  , 237
-0.1298  , 237
-0.1188  , 237
-0.1078  , 236
-0.0968  , 236
-0.0858  , 235
-0.0748  , 235
-0.0638  , 238
-0.0528  , 240
-0.0418  , 239
-0.0308  , 238
-0.0198  , 241
-0.0088  , 238
0.0022   , 239
0.0132   , 241
0.0242   , 240
0.0352   , 243
0.0462   , 241
0.0572   , 243
0.0682   , 240
0.0792   , 244
0.0902   , 241
0.1012   , 242
0.1122   , 239
0.1232   , 241
0.1342   , 242
0.1452   , 243
0.1562   , 241
0.1672   , 243
0.1782   , 239
0.1892   , 239
0.2002   , 241
0.2112   , 242
0.2222   , 241
0.2332   , 239
0.2442   , 239
0.2552   , 241
0.2662   , 240
0.2772   , 240
0.2882   , 238
0.2992   , 238
0.3102   , 238
0.3212   , 242
0.3322   , 237
0.3432   , 239
0.3542   , 238
0.3652   , 236
0.3762   , 236
0.3872   , 237
0.3982   , 231
0.4092   , 237
0.4202   , 234
0.4312   , 234
0.4422   , 231
0.4532   , 232
0.4642   , 229
0.4752   , 230
0.4862   , 228
0.4972   , 230
0.5082   , 228
0.5192   , 226
0.5302   , 224
0.5412   , 226
0.5522   , 224
0.5632   , 227
0.5742   , 223
0.5852   , 226
0.5962   , 223
0.6072   , 222
0.6182   , 221
0.6292   , 220
0.6402   , 219
0.6512   , 217
0.6622   , 220
0.6732   , 217
0.6842   , 217
0.6952   , 215
0.7062   , 214
0.7172   , 213
0.7282   , 216
0.7392   , 212
0.7502   , 211
0.7612   , 213
0.7722   , 214
0.7832   , 211
0.7942   , 211
0.8052   , 210
0.8162   , 206
0.8272   , 207
0.8382   , 206
0.8492   , 206
0.8602   , 204
0.8712   , 201
0.8822   , 203
0.8932   , 203
0.9042   , 202
0.9152   , 202
0.9262   , 199
0.9372   , 196
0.9482   , 199
0.9592   , 194
0.9702   , 195
0.9812   , 193
0.9922   , 193
1.0032   , 191
1.0142   , 191
1.0252   , 187
1.0362   , 190
1.0472   , 187
1.0582   , 188
1.0692   , 183
1.0802   , 183
1.0912   , 185
1.1022   , 181
1.1132   , 179
1.1242   , 179
1.1352   , 177
1.1462   , 178
1.1572   , 176
1.1682   , 176
1.1792   , 173
1.1902   , 175
1.2012   , 170
1.2122   , 171
1.2232   , 170
1.2342   , 170
1.2452   , 165
1.2562   , 166
1.2672   , 163
1.2782   , 163
1.2892   , 160
1.3002   , 158
1.3112   , 156
1.3222   , 157
1.3332   , 156
1.3442   , 154
1.3552   , 150
1.3662   , 154
1.3772   , 148
1.3882   , 147
1.3992   , 145
1.4102   , 144
1.4212   , 142
1.4322   , 140
1.4432   , 136
1.4542   , 135
1.4652   , 135
1.4762   , 131
1.4872   , 131
1.4982   , 128
1.5092   , 127
1.5202   , 127
1.5312   , 124
1.5422   , 122
1.5532   , 119
1.5642   , 121
1.5752   , 115
1.5862   , 115
1.5972   , 114
1.6082   , 113
1.6192   , 112
1.6302   , 109
1.6412   , 108
1.6522   , 106
1.6632   , 104
1.6742   , 103
1.6852   , 103
1.6962   , 100
1.7072   , 97
1.7182   , 97
1.7292   , 96
1.7402   , 94
1.7512   , 93
1.7622   , 92
1.7732   , 89
1.7842   , 90
1.7952   , 88
1.8062   , 88
1.8172   , 84
1.8282   , 84
1.8392   , 82
1.8502   , 82
1.8612   , 81
1.8722   , 80
1.8832   , 80
1.8942   , 76
1.9052   , 76
1.9162   , 75
1.9272   , 74
1.9382   , 74
1.9492   , 71
1.9602   , 71
1.9712   , 70
1.9822   , 70
1.9932   , 69
2.0042   , 69
2.0152   , 67
2.0262   , 67
2.0372   , 66
2.0482   , 65
2.0592   , 64
2.0702   , 63
2.0812   , 62
2.0922   , 62
2.1032   , 62
2.1142   , 60
2.1252   , 58
2.1362   , 58
2.1472   , 56
2.1582   , 55
2.1692   , 56
2.1802   , 54
2.1912   , 54
2.2022   , 52
2.2132   , 51
2.2242   , 51
2.2352   , 49
2.2462   , 49
2.2572   , 47
2.2682   , 47
2.2792   , 46
2.2902   , 45
2.3012   , 44
2.3122   , 43
2.3232   , 43
2.3342   , 42
2.3452   , 41
2.3562   , 41
2.3672   , 40
2.3782   , 39
2.3892   , 39
2.4002   , 37
2.4112   , 37
2.4222   , 36
2.4332   , 36
2.4442   , 35
2.4552   , 35
2.4662   , 34
2.4772   , 32
2.4882   , 32
2.4992   , 31
2.5102   , 31
2.5212   , 30
2.5322   , 30
2.5432   , 28
2.5542   , 28
2.5652   , 26
2.5762   , 26
2.5872   , 25
2.5982   , 25
2.6092   , 24
